Latitude	Longitude
45.472485	9.187808
45.481216	9.22686
45.468945	9.18103
45.445098	9.213407
45.478751	9.185675
45.476133	9.204649
45.454402	9.198846
45.468945	9.18103
45.443388	9.177188
45.450875	9.171378
45.472842	9.212832
45.481865	9.229685
45.454004	9.171071
45.464895	9.163223
45.459926	9.181032
45.468945	9.18103
45.462186	9.154759
45.451871	9.20787
45.462867	9.189356
45.485031	9.231562
45.487873	9.202806
45.451163	9.160877
45.457392	9.181421
45.46718	9.174334
45.480007	9.167637
